Variant	Marker
rs531970608	mh08SHY-001
rs532576162	mh15SHY-002
rs532750585	mh10SHY-001
rs532973568	mh15SHY-001
rs533194	mh20KKCS-306
rs533299841	mh03LV-07
rs533315648	mh08SHY-004
rs533390246	mh09LV-02
rs533476181	mh08SHY-002
rs533741700	mh20LV-04
rs533754851	mh10SHY-003
rs534050117	mh14SHY-003
rs534193486	mh06SHY-001
rs534287090	mh16SHY-001
rs534403666	mh08SHY-004
rs534584107	mh13LV-10
rs534790082	mh16PK-83483
rs534890352	mh05SHY-002
rs535052216	mh20SHY-001
rs535882841	mh08SHY-001
rs535890950	mh09LV-02
rs536241427	mh03LV-07
rs536607996	mh02SHY-002
rs536746419	mh09LV-02
rs536904828	mh06SHY-004
rs536954372	mh08SHY-005
rs536960673	mh14SHY-002
rs537047651	mh15PK-75170
rs537100896	mh08SHY-006
rs537746332	mh09SHY-002
rs537765279	mh16SHY-003
rs538009856	mh08SHY-001
rs538119386	mh11SHY-001
rs538159295	mh04SHY-001
rs538502128	mh08SHY-003
rs538951634	mh04SHY-003
rs539091249	mh19SHY-001
rs539307419	mh10LV-03
rs539442686	mh03LV-01
rs539492553	mh03SHY-003
rs539748779	mh01SHY-001
rs539792072	mh09SHY-004
rs539824019	mh04SHY-003
rs540115781	mh13SHY-001
rs540185949	mh14SHY-001
rs540238705	mh12CP-008
rs540646383	mh16PK-83362
rs540769837	mh03SHY-001
rs540869184	mh20LV-04
rs540873576	mh16SHY-003
rs540926378	mh15SHY-001
rs540940124	mh03LV-07
rs541030576	mh06SHY-002
rs541039428	mh08SHY-003
rs541049365	mh03SHY-002
rs541077853	mh08SHY-006
rs541509942	mh03SHY-005
rs541683464	mh09LV-02
rs541684828	mh14SHY-003
rs541809849	mh13SHY-001
rs541814865	mh13SHY-002
rs541874272	mh10SHY-003
rs542294535	mh20SHY-002
rs542318045	mh02SHY-001
rs542517171	mh09SHY-002
rs542536982	mh20LV-04
rs543029168	mh16SHY-002
rs543104133	mh15SHY-001
rs543178308	mh08SHY-007
rs543245350	mh08SHY-001
rs543383553	mh02LV-08
rs543634562	mh20LV-04
rs543818089	mh13SHY-003
rs543912	mh01NH-03
rs543931580	mh20LV-04
rs543958149	mh15SHY-003
rs543981574	mh06SHY-004
rs544051521	mh13SHY-001
rs544103337	mh19SHY-001
rs544173172	mh09LV-02
rs544316292	mh10SHY-001
rs544344945	mh14SHY-002
rs544574720	mh02LV-08
rs544688665	mh03SHY-003
rs544769099	mh08SHY-002
rs544833044	mh09SHY-002
rs545104415	mh14SHY-002
rs545429377	mh02LV-05
rs545511656	mh20LV-04
rs545720382	mh06PK-24844
rs545959221	mh05SHY-003
rs546156356	mh14SHY-002
rs546173375	mh09SHY-004
rs546284651	mh16SHY-002
rs546886429	mh08SHY-006
rs546942508	mh06PK-24844
rs547072907	mh06SHY-002
rs547161232	mh10LV-03
rs547189871	mh03LV-06
rs547418943	mh19SHY-002
rs547729890	mh03LV-07
rs547733027	mh09SHY-004
rs547801436	mh04SHY-003
rs548022587	mh08SHY-005
rs548137101	mh16SHY-003
rs548289285	mh09SHY-004
rs548357305	mh08SHY-003
rs548774840	mh14SHY-001
rs548846200	mh02SHY-003
rs549039332	mh13LV-10
rs549072634	mh03SHY-004
rs549110394	mh16SHY-003
rs549233012	mh08SHY-006
rs549295890	mh08SHY-001
rs549462391	mh10LV-03
rs549506615	mh08SHY-005
rs549759122	mh10SHY-003
rs550005054	mh08SHY-004
rs550165644	mh04SHY-004
rs550281992	mh09LV-02
rs550287282	mh03SHY-005
rs550338643	mh20LV-04
rs550355416	mh12SHY-001
rs550472685	mh09SHY-004
rs550642043	mh05SHY-001
rs550791580	mh20LV-04
rs551031024	mh08SHY-001
rs551103072	mh03LV-07
rs551467655	mh10PK-62104
rs551503397	mh20LV-04
rs551668369	mh03SHY-001
rs551826168	mh03LV-07
rs551826613	mh20LV-04
rs551850	mh11KK-187
rs551919440	mh20LV-04
rs551928264	mh03LV-07
rs552151484	mh03SHY-002
rs552314766	mh10SHY-002
rs552351215	mh03LV-07
rs552796332	mh10SHY-003
rs552841442	mh03SHY-003
rs552921449	mh02SHY-002
rs553006832	mh03SHY-004
rs553132057	mh15SHY-001
rs553158637	mh09SHY-002
rs553285499	mh08SHY-006
rs553417439	mh06PK-24844
rs553448324	mh16SHY-003
rs553636147	mh20SHY-002
rs553900759	mh10SHY-002
rs554359118	mh04SHY-003
rs554360978	mh02LV-08
rs554669370	mh02SHY-002
rs554729158	mh09SHY-004
rs554762615	mh13LV-10
rs555098693	mh10LV-03
rs555152974	mh09LV-02
rs555193021	mh08SHY-004
rs555387708	mh16SHY-002
rs555420036	mh18SHY-001
rs555571888	mh02SHY-001
rs555618553	mh05SHY-001
rs555758027	mh09SHY-002
rs555904704	mh16SHY-003
rs555969338	mh20LV-04
rs556148965	mh05SHY-002
rs556161747	mh18SHY-002
rs556228197	mh06SHY-001
rs557106700	mh20LV-04
rs55713821	mh11PK-62906
rs55714291	mh17KKCS-012
rs55716806	mh08SHY-006
rs557276279	mh14SHY-002
rs557313728	mh13SHY-003
rs55733532	mh10LV-03
rs557576	mh18ZBF-001
rs557719662	mh03LV-06
rs55780783	mh20LV-04
rs557990964	mh01SHY-001
rs558006	mh06CP-007
rs558435352	mh08SHY-003
rs558478033	mh20LV-04
rs558518168	mh18SHY-002
rs558572144	mh03SHY-002
rs558615254	mh03LV-07
rs558736688	mh10SHY-002
rs55875524	mh02LV-05
rs55877426	mh17KKCS-012
rs55881942	mh10LV-03
rs558873260	mh02LV-05
rs55897648	mh10KK-088
rs558997256	mh14SHY-002
rs55901817	mh08SHY-006
rs559337296	mh20LV-04
rs55949744	mh17KKCS-012
rs55955151	mh03LV-06
rs55957305	mh16SHY-002
rs559648408	mh14SHY-003
rs55990245	mh02CP-004
rs55995725	mh06KKCS-008
rs560010585	mh14SHY-001
rs560099772	mh03SHY-005
rs56023444	mh17ZHA-001
rs560263039	mh09SHY-003
rs560316241	mh04SHY-002
rs560524304	mh16SHY-003
rs56058681	mh11KKCS-190
rs56069218	mh17KKCS-012
rs560714329	mh03SHY-004
rs56073408	mh03LV-01
rs56079813	mh10SHY-003
rs560851191	mh02LV-05
rs560940991	mh09SHY-002
rs561123737	mh03LV-07
rs56114506	mh11KKCS-183
rs56176731	mh01KKCS-205
rs561851752	mh03LV-01
rs561866567	mh06SHY-001
rs561924110	mh05SHY-001
rs562050458	mh08SHY-001
rs562122533	mh15SHY-003
rs56212601	mh01KK-106
rs562310657	mh20LV-04
rs562340280	mh01ZBF-002
rs56256724	mh09AT-17
rs56256724	mh09KK-157
rs56256724	mh09KKCS-157
rs56274766	mh01USC-1qD
rs562794132	mh08SHY-002
rs562871954	mh01SHY-001
rs563013731	mh03LV-07
rs563236718	mh08SHY-001
rs56342141	mh17KKCS-012
rs563424302	mh20LV-04
rs56398738	mh11SHY-001
rs564010330	mh15SHY-001
rs56411036	mh06SHY-005
rs564338520	mh03SHY-001
rs564438691	mh13LV-10
rs564445830	mh10SHY-003
rs564555804	mh16SHY-002
rs565195670	mh02LV-05
rs565437345	mh01SHY-001
rs565550546	mh15SHY-001
rs565624013	mh14SHY-002
rs565647602	mh05SHY-003
rs565887933	mh15PK-75170
rs565979066	mh02SHY-001
rs566032008	mh08SHY-003
rs566155258	mh14SHY-002
rs566180672	mh03LV-01
rs566623403	mh02SHY-004
rs566623830	mh10SHY-003
rs566861928	mh20SHY-002
rs566893718	mh20LV-04
rs566976874	mh06SHY-002
rs567148262	mh09LV-02
rs567587573	mh02SHY-001
rs56769075	mh02LV-05
rs568257864	mh20LV-04
rs568344566	mh10SHY-002
rs568480890	mh16SHY-002
rs56853008	mh04SHY-004
rs568606895	mh07SHY-001
rs568616078	mh03SHY-005
rs568651538	mh10SHY-001
rs568722578	mh06SHY-001
rs568906154	mh09SHY-004
rs569122097	mh09LV-02
rs569243589	mh20SHY-002
rs569541793	mh11SHY-001
rs569801541	mh03LV-07
rs569932515	mh20SHY-001
rs56997890	mh05USC-5qB
rs570127052	mh19SHY-002
rs570318069	mh06LV-09
rs570532653	mh02LV-08
rs570887971	mh02SHY-001
rs570992	mh13USC-13qA
rs571000172	mh10SHY-001
rs571036384	mh08SHY-001
rs571057	mh13USC-13qA
rs571104503	mh04SHY-004
rs571141628	mh03LV-01
rs571522102	mh04SHY-001
rs57160652	mh09KKCS-161
rs571681943	mh08SHY-003
rs571768228	mh15SHY-002
rs572094930	mh14SHY-002
rs572186439	mh03LV-07
rs572194969	mh18SHY-002
rs572373109	mh08SHY-007
rs572636463	mh15SHY-003
rs572669199	mh09LV-02
rs572712963	mh13LV-10
rs572807827	mh09LV-02
rs573011000	mh03LV-01
rs573148310	mh15SHY-001
rs573236120	mh20LV-04
rs573281030	mh05SHY-003
rs573809619	mh06SHY-003
rs573917485	mh03SHY-003
rs573947936	mh03SHY-004
rs574504086	mh08SHY-003
rs574522173	mh04SHY-003
rs574594810	mh04CP-005
rs5746505	mh22KKCS-328
rs57470915	mh14PK-72639
rs574760178	mh03LV-07
rs5748271	mh22ZHA-003
rs575024559	mh16SHY-002
rs575151483	mh15SHY-004
rs575165862	mh13SHY-003
rs575417199	mh14SHY-001
rs575514109	mh04SHY-003
rs575614166	mh16SHY-001
rs575625363	mh18SHY-001
rs575996790	mh10LV-03
rs576296342	mh15SHY-003
rs576404970	mh06SHY-001
rs5764924	mh22AT-46
rs5764924	mh22KK-061
rs5764924	mh22KKCS-061
rs576499014	mh07SHY-002
rs576539938	mh09SHY-001
rs57658975	mh01KKCS-212
rs576701001	mh06SHY-004
rs576932245	mh09LV-02
rs576995582	mh05SHY-003
rs577050046	mh13SHY-002
rs577190035	mh01SHY-001
rs577259	mh11PK-62906
rs577298	mh11PK-62906
rs577357	mh11PK-62906
rs577397071	mh08SHY-007
rs577400659	mh16SHY-003
rs577550688	mh13SHY-001
rs577966376	mh18SHY-001
rs578027093	mh08SHY-006
rs578035208	mh09LV-02
rs578662	mh15CP-003
rs57928440	mh14KKCS-227
rs57936120	mh12SHY-001
rs58022506	mh15CP-003
rs58023111	mh01KKCS-212
rs58060874	mh01KKCS-212
rs58064027	mh07SHY-001
rs58111155	mh01KK-001
rs58111155	mh01KKCS-001
rs58129342	mh02KKCS-014
rs58257016	mh04CP-004
rs58296930	mh05KKCS-170
rs58442350	mh19SHY-002
rs58533252	mh18CP-003
rs58595616	mh04CP-003
rs58672891	mh09LV-02
rs58758554	mh04SHY-003
rs58798877	mh09LV-02
rs58820061	mh03LV-06
rs58827274	mh04KKCS-030
rs58875218	mh08KKCS-137
rs58908118	mh07SHY-001
rs5895446	mh08ZBF-002
rs59060606	mh03LV-01
rs59090359	mh11PK-63643
rs59090359	mh11USC-11pB
rs5910800	mh0XUSC-XqF
rs59145932	mh03KKCS-047
rs5916064	mh0XUSC-XpA
rs59221590	mh03LV-01
rs59298278	mh02KK-138
rs59298278	mh02KKCS-138
rs59300933	mh18USC-18pA
rs5931396	mh0XUSC-XqG
rs593226	mh12KK-042
rs59377625	mh03LV-01
rs59382180	mh07SHY-002
rs59428916	mh09KKCS-145
rs59490836	mh19ZHA-007
rs595107	mh18CP-005
rs59534319	mh04KK-029
rs5957332	mh0XUSC-XqF
rs5959600	mh0XUSC-XqB
rs5961714	mh0XUSC-XpA
rs59644946	mh08KKCS-137
rs5967719	mh0XUSC-XqC
rs59679400	mh07ZBF-001
rs5968890	mh0XUSC-XqC
rs59796348	mh02SHY-003
rs5981076	mh0XUSC-XqA
rs59815839	mh01KKCS-212
rs6012881	mh20KK-058
rs6012881	mh20KKCS-058
rs6020381	mh20KKCS-058
rs602125	mh04SHY-002
rs60227220	mh10USC-10qC
rs60237731	mh16SHY-003
rs602427	mh06SHY-003
rs602457	mh06SHY-003
rs602728	mh13KKCS-221
rs602785	mh18ZBF-002
rs602875	mh06SHY-003
rs60341514	mh07CP-004
rs6038238	mh20LV-04
rs60403543	mh02KKCS-014
rs6044080	mh20AT-40
rs6044080	mh20KK-307
rs6044080	mh20KKCS-307
rs6044081	mh20AT-40
rs6044081	mh20KK-307
rs6044081	mh20KKCS-307
rs6052330	mh20SHY-001
rs6052331	mh20SHY-001
rs60535135	mh13USC-13qC
rs6053586	mh20LV-04
rs6053587	mh20LV-04
rs6053588	mh20LV-04
rs6053589	mh20LV-04
rs60536879	mh08KKCS-039
rs606141	mh09KK-157
rs606141	mh09KKCS-157
rs60652198	mh04USC-4qB
rs607341	mh06KK-030
rs6076024	mh20USC-20pB
rs6076614	mh20SHY-001
rs6077431	mh20USC-20pA
rs6077432	mh20USC-20pA
rs6084612	mh20SHY-001
rs6084613	mh20SHY-001
rs608555	mh13KKCS-221
rs60864427	mh09USC-9qA
rs6086446	mh20KKCS-306
rs60872411	mh02LV-05
rs60910145	mh22KK-064
rs6095836	mh20KK-058
rs6095836	mh20KKCS-058
rs61069393	mh16KKCS-262
rs61132367	mh04USC-4qD
rs6122890	mh20KK-058
rs6122890	mh20KKCS-058
rs61243436	mh05CP-004
rs6136957	mh20KK-035
rs61495356	mh03CP-005
rs61603822	mh07SHY-002
rs61687146	mh07CP-004
rs617938	mh05KK-020
rs617938	mh05KK-023
rs617938	mh05KKCS-020
rs61822416	mh01KK-135
rs61894297	mh11KKCS-190
rs61954584	mh12ZHA-008
rs61972611	mh13KKCS-222
rs61973993	mh13KKCS-221
rs62025977	mh15SHY-002
rs62044947	mh16AT-34
rs62044947	mh16KKCS-255
rs62060135	mh17USC-17qB
rs62063465	mh17CP-001
rs62069897	mh17CP-006
rs62081065	mh18PK-87558
rs62081066	mh18PK-87558
rs62085085	mh18CP-005
rs62123466	mh02KKCS-022
rs621320	mh18AT-39
rs621320	mh18KK-293
rs621320	mh18KKCS-293
rs62132586	mh19USC-19pA
rs62132587	mh19USC-19pA
rs621340	mh18AT-39
rs621340	mh18KK-293
rs621340	mh18KKCS-293
rs62141577	mh02ZHA-003
rs62144099	mh19USC-19qB
rs62168684	mh02ZHA-013
rs621766	mh18AT-39
rs621766	mh18KK-293
rs621766	mh18KKCS-293
rs62205296	mh20LV-04
rs622083	mh15SHY-001
rs62231456	mh03LV-01
rs62232223	mh22PK-104638
rs62232224	mh22PK-104638
rs62232225	mh22PK-104638
rs62232226	mh22PK-104638
rs62237368	mh03SHY-002
rs62247767	mh03LV-06
rs62267188	mh03USC-3qA
rs62308082	mh04ZHA-007
rs62314901	mh04SHY-002
rs62335822	mh05KKCS-169
rs62335823	mh05KKCS-169
rs62349578	mh05CP-010
rs62349579	mh05CP-010
rs62349580	mh05CP-010
rs62349581	mh05CP-010
rs62408705	mh06SHY-001
rs62409414	mh04ZHA-002
rs62409415	mh04ZHA-002
rs62450567	mh07SHY-001
rs62506140	mh08KKCS-137
rs62506141	mh08KKCS-137
rs62576887	mh09KKCS-153
rs62580166	mh09LV-02
rs62580167	mh09LV-02
rs62580168	mh09LV-02
rs6267	mh22KK-303
rs6275	mh11KK-041
rs6277	mh11KK-041
rs6280	mh03KK-009
rs633153	mh09AT-17
rs633153	mh09KK-157
rs633153	mh09KKCS-157
rs634370	mh17AT-35
rs634370	mh17KK-054
rs636967	mh15ZBF-001
rs6422749	mh06KKCS-008
rs6424246	mh01KKCS-213
rs6430761	mh02ZHA-013
rs6441891	mh03KKCS-047
rs6441961	mh03AT-08
rs6441961	mh03KK-007
rs6457707	mh06LV-09
rs6457708	mh06LV-09
rs6474278	mh08USC-8pB
rs6482857	mh10PK-62104
rs6482858	mh10PK-62104
rs6482859	mh10PK-62104
rs6488494	mh12KKCS-199
rs6490374	mh13CP-010
rs6496959	mh15SHY-003
rs6496960	mh15SHY-003
rs6497271	mh15KK-058
rs6497733	mh16USC-16pB
rs6498348	mh16ZHA-003
rs6500175	mh16USC-16qA
rs6500176	mh16USC-16qA
rs6516062	mh20LV-04
rs6517970	mh21KKCS-315
rs6517971	mh21AT-41
rs6517971	mh21KK-315
rs6517971	mh21KKCS-315
rs6518223	mh21KK-324
rs6518223	mh21KKCS-324
rs6528537	mh0XUSC-XqG
rs6528538	mh0XUSC-XqG
rs6531591	mh04KK-011
rs6532796	mh04USC-4qB
rs6540049	mh16KK-061
rs6540449	mh01ZHA-011
rs6542588	mh02SHY-001
rs6542589	mh02SHY-001
rs6542783	mh02KK-102
rs6543144	mh02USC-2qA
rs6555064	mh05CP-006
rs6555065	mh05CP-006
rs6555108	mh05AT-13
rs6555108	mh05KK-170
rs6555108	mh05KKCS-170
rs6555376	mh05SHY-003
rs6583335	mh03USC-3qC
rs6586324	mh21KK-313
rs6586324	mh21KKCS-313
rs6586325	mh21KK-313
rs6586325	mh21KKCS-313
rs6586326	mh21KK-313
rs6586326	mh21KKCS-313
rs6590985	mh11USC-11qB
rs6598058	mh11PK-62906
rs6602026	mh10AT-19
rs6602026	mh10KK-163
rs6602424	mh10USC-10pA
rs6604596	mh01KK-002
rs6605523	mh06KK-008
rs6605523	mh06KKCS-008
rs6605524	mh06KK-008
rs6605524	mh06KKCS-008
rs6640934	mh0XUSC-XpB
rs664177	mh15SHY-001
rs66481544	mh14CP-003
rs66509440	mh16PK-83544
rs6663690	mh01CP-010
rs6663840	mh01KK-001
rs6663840	mh01KKCS-001
rs6665072	mh01USC-1qC
rs66804793	mh16PK-83544
rs6684891	mh01CP-016
rs6687312	mh01CP-010
rs6687440	mh01USC-1pD
rs6688969	mh01KK-001
rs6688969	mh01KKCS-001
rs6702229	mh01USC-1qC
rs6702428	mh01USC-1pD
rs67078965	mh17USC-17qB
rs6714835	mh02AT-07
rs6714835	mh02KK-136
rs6714835	mh02KKCS-136
rs6715568	mh02KK-138
rs6715568	mh02KKCS-138
rs6717035	mh02ZHA-001
rs67207258	mh08KKCS-131
rs67226605	mh18USC-18pA
rs6726044	mh02KKCS-029
rs6728149	mh02KKCS-136
rs6730730	mh02KKCS-014
rs6740521	mh02KKCS-031
rs6745544	mh02ZHA-001
rs6756898	mh02AT-07
rs6756898	mh02KK-136
rs6756898	mh02KKCS-136
rs6758274	mh02ZHA-008
rs6759301	mh02KK-138
rs6759301	mh02KKCS-138
rs675934	mh06KK-030
rs6770710	mh03KKCS-018
rs6776502	mh03USC-3qB
rs6780766	mh03SHY-004
rs678179	mh18AT-39
rs678179	mh18KK-293
rs678179	mh18KKCS-293
rs6784393	mh03ZHA-009
rs6785887	mh03SHY-002
rs6794539	mh03SHY-002
rs679482	mh13AT-26
rs679482	mh13KK-213
rs679482	mh13KKCS-213
rs6806321	mh03KKCS-018
rs6808142	mh03KK-008
rs6813070	mh04USC-4qC
rs681403	mh08SHY-006
rs6814654	mh04CP-002
rs6819048	mh04ZHA-007
rs6830692	mh04ZHA-001
rs6835177	mh04ZHA-004
rs685476	mh06USC-6qB
rs6855439	mh04KK-011
rs6864708	mh05SHY-001
rs6864829	mh05SHY-001
rs687805	mh10ZBF-001
rs689230	mh09USC-9qB
rs689244	mh09USC-9qB
rs6895235	mh05SHY-003
rs6897963	mh05USC-5pB
rs69	mh07USC-7pA
rs690302	mh18CP-005
rs6903399	mh06USC-6pB
rs6906397	mh06CP-007
rs6911940	mh06KKCS-090
rs6921774	mh06KK-008
rs6921774	mh06KKCS-008
rs6930377	mh06KK-008
rs6930377	mh06KKCS-008
rs6930444	mh06SHY-001
rs6931626	mh06USC-6pA
rs6939037	mh06KKCS-090
rs6950384	mh07SHY-001
rs6951954	mh07USC-7pB
rs6957265	mh07SHY-002
rs6969555	mh07USC-7pB
rs6971410	mh07ZHA-004
rs6990858	mh08USC-8qA
rs6997388	mh08ZHA-008
rs7007616	mh08USC-8pA
rs701463	mh15AT-31
rs701463	mh15KK-067
rs701463	mh15KKCS-067
rs701464	mh15AT-31
rs701464	mh15KK-067
rs701464	mh15KKCS-067
rs7020766	mh09USC-9qB
rs7037930	mh09AT-18
rs7045710	mh09KKCS-161
rs7046769	mh09AT-16
rs7046769	mh09KK-152
rs7047561	mh09KK-153
rs7047561	mh09KKCS-153
rs7105133	mh11USC-11qC
rs7105950	mh11KKCS-180
rs7109697	mh11KKCS-180
rs7112918	mh11AT-20
rs7112918	mh11KK-180
rs7112918	mh11KKCS-180
rs7118419	mh11CP-005
rs71205883	mh14ZHA-006
rs71328677	mh22PK-104638
rs713598	mh07KK-082
rs7138224	mh12KKCS-201
rs71391580	mh16SHY-001
rs71414180	mh14SHY-003
rs71462875	mh15USC-15qA
rs7147034	mh14USC-14qA
rs7147042	mh14USC-14qA
rs7149159	mh14USC-14qB
rs7152322	mh14USC-14qA
rs7155003	mh14CP-003
rs7160425	mh14ZHA-006
rs7161550	mh14ZHA-006
rs71624133	mh05USC-5qA
rs7173419	mh15KK-068
rs71785313	mh22KK-064
rs7183877	mh15KK-058
rs7183984	mh15AT-31
rs7183984	mh15KKCS-067
rs7190328	mh16USC-16pB
rs7190826	mh16KKCS-011
rs7197719	mh16USC-16qB
rs7197894	mh16USC-16qB
rs7202873	mh16USC-16qB
rs7207213	mh17KKCS-272
rs7207239	mh17AT-36
rs7207239	mh17KK-272
rs7207239	mh17KKCS-272
rs7211029	mh17KKCS-012
rs7211056	mh17KKCS-012
rs7212184	mh17KK-272
rs7212184	mh17KKCS-272
rs721367	mh13KK-226
rs7224758	mh17KKCS-278
rs7225755	mh17KKCS-278
rs722801	mh0XUSC-XpB
rs722802	mh0XUSC-XpB
rs7240472	mh18USC-18qC
rs724110	mh20USC-20pA
rs7241559	mh18ZBF-001
rs7250849	mh19KK-057
rs7251733	mh19SHY-002
rs72558013	mh19SHY-001
rs72617471	mh04USC-4qC
rs72618165	mh09ZHA-004
rs72623112	mh02KK-134
rs72623112	mh02KKCS-134
rs72624088	mh08KKCS-131
rs72634811	mh01USC-1pA
rs72638292	mh16ZHA-004
rs72649485	mh13ZHA-002
rs72649510	mh13ZBF-001
rs72649965	mh01ZHA-012
rs72669383	mh14SHY-001
rs727013	mh16SHY-002
rs727014	mh16SHY-002
rs727015	mh16SHY-002
rs727269	mh10CP-003
rs72750624	mh01KKCS-212
rs72765534	mh16KKCS-049
rs72765535	mh16KKCS-049
rs7279250	mh21AT-44
rs7279250	mh21KK-324
rs7279250	mh21KKCS-324
rs72808635	mh16PK-83483
rs7282557	mh21KKCS-324
rs72827463	mh02SHY-001
rs72848020	mh17KKCS-013
rs72852775	mh17KKCS-278
rs72865222	mh11CP-005
rs72887867	mh03USC-3pC
rs72894648	mh06USC-6qA
rs72905669	mh02KKCS-029
rs7291353	mh22PK-104638
rs72924570	mh18USC-18qA
rs72942150	mh18USC-18qC
rs72958773	mh02SHY-001
rs72961055	mh02KKCS-014
rs7296351	mh12USC-12pB
rs72968980	mh11KKCS-190
rs73004896	mh19USC-19pB
rs73005815	mh03ZHA-009
rs73080042	mh07USC-7pB
rs73084353	mh12KKCS-201
rs73084354	mh12KKCS-201
rs73084811	mh02KKCS-014
rs73095820	mh03SHY-001
rs73121345	mh20KKCS-058
rs73130463	mh03SHY-004
rs73151289	mh20USC-20qB
rs73167689	mh13SHY-001
rs7320507	mh13KK-217
rs7320507	mh13KKCS-217
rs7321450	mh13LV-10
rs7322151	mh13LV-10
rs73232805	mh08KKCS-137
rs73240981	mh08SHY-004
rs7329287	mh13KK-225
rs7329287	mh13KKCS-225
rs73329419	mh10SHY-002
rs73361625	mh21KKCS-316
rs73401750	mh09KKCS-145
rs73492855	mh08ZHA-003
rs73596121	mh20LV-04
rs73649032	mh09KK-020
rs73655506	mh09SHY-002
rs73660014	mh08USC-8pA
rs737694	mh16CP-001
rs737695	mh16CP-001
rs73806330	mh03SHY-001
rs73819316	mh03SHY-002
rs73829227	mh04KKCS-013
rs73866285	mh03SHY-005
rs73885319	mh22KK-064
rs73904461	mh21KKCS-318
rs7392025	mh0XUSC-XqD
rs73957656	mh02SHY-002
rs74009271	mh16KKCS-049
rs74032085	mh16PK-83544
rs74033914	mh15USC-15qD
rs74035740	mh16SHY-003
rs74047734	mh11KKCS-180
rs740602	mh22KK-303
rs74148721	mh01USC-1qD
rs74178308	mh19ZHA-009
rs7423545	mh02ZHA-003
rs74383997	mh04ZHA-007
rs7441526	mh04SHY-004
rs74511912	mh01KKCS-172
rs74566136	mh02KKCS-015
rs74570832	mh02SHY-001
rs74601860	mh10SHY-003
rs74618846	mh02KKCS-022
rs74752104	mh08KKCS-039
rs74764433	mh08SHY-001
rs74787028	mh16USC-16pA
rs74865590	mh05KK-170
rs74865590	mh05KKCS-170
rs74887893	mh01CP-007
rs74918127	mh02SHY-004
rs7492234	mh13KK-218
rs7492234	mh13KKCS-218
rs7492234	mh13SHY-003
rs74924445	mh05KKCS-020
rs7493678	mh14SHY-001
rs74957131	mh16KKCS-011
rs75030648	mh01KKCS-213
rs7504773	mh18USC-18qB
rs7508128	mh19USC-19pB
rs7508161	mh19USC-19pB
rs7508172	mh19USC-19pB
rs75104001	mh02KKCS-015
rs75107948	mh08SHY-002
rs75130051	mh19ZHA-006
rs75174352	mh03SHY-005
rs75177501	mh09KKCS-161
rs7521883	mh01KKCS-213
rs75260751	mh15SHY-003
rs75261340	mh16SHY-002
rs75361533	mh03USC-3pB
rs7536195	mh01KK-210
rs75554846	mh12KKCS-046
rs75573951	mh10LV-03
rs75593651	mh15SHY-002
rs75604997	mh03SHY-004
rs75638577	mh05SHY-001
rs7568519	mh02KK-213
rs7571654	mh02LV-05
rs7571747	mh02LV-05
rs7575942	mh02KKCS-031
rs7576183	mh02SHY-001
rs75773180	mh03ZHA-001
rs7577785	mh02KK-213
rs7579563	mh02ZHA-008
rs7583554	mh02KK-073
rs7584136	mh02KKCS-013
rs75885188	mh21KKCS-320
rs75963146	mh05KKCS-178
rs76016088	mh21KKCS-315
rs76047588	mh16ZHA-009
rs7606213	mh02ZHA-013
rs7612333	mh03KKCS-047
rs76261063	mh03SHY-005
rs762729959	mh15PK-75170
rs763040	mh22AT-46
rs763040	mh22KK-061
rs763040	mh22KKCS-061
rs763041	mh22KK-061
rs763041	mh22KKCS-061
rs76312605	mh11PK-62906
rs76332411	mh17KKCS-012
rs76360971	mh19USC-19pA
rs76386173	mh08ZHA-008
rs76452330	mh22KK-303
rs76460635	mh16KKCS-011
rs76481889	mh08SHY-001
rs764902	mh12KKCS-209
rs7649507	mh03SHY-001
rs76519339	mh18ZHA-005
rs7657219	mh04SHY-001
rs76661954	mh02SHY-002
rs76708321	mh02USC-2pA
rs76724192	mh09KKCS-161
rs76839632	mh13KKCS-217
rs76875728	mh09AT-18
rs76882177	mh11CP-004
rs76908629	mh15SHY-004
rs76929424	mh09USC-9qA
rs770566	mh11KK-191
rs770566	mh11KKCS-191
rs7709608	mh05SHY-003
rs77141935	mh03KKCS-018
rs77155305	mh02KKCS-014
rs772115763	mh0XUSC-XqD
rs77211663	mh01KKCS-213
rs77271423	mh01CP-010
rs77278474	mh02USC-2qC
rs77509778	mh03SHY-001
rs77516091	mh11CP-004
rs77521136	mh09SHY-004
rs7753659	mh06USC-6qC
rs77641142	mh19SHY-002
rs77698197	mh08ZHA-008
rs77752287	mh20LV-04
rs77763553	mh03LV-01
rs77788766	mh02KKCS-029
rs77839883	mh10CP-005
rs77849214	mh18CP-005
rs77899570	mh22KKCS-340
rs77899570	mh22USC-22qB
rs7791565	mh07USC-7qB
rs7792859	mh07ZHA-009
rs77966432	mh12CP-003
rs7800246	mh07USC-7pC
rs7800426	mh07USC-7qA
rs78013	mh11KKCS-181
rs78035889	mh08SHY-004
rs7804292	mh07USC-7qA
rs78044414	mh02KKCS-029
rs78087910	mh10LV-03
rs7811722	mh07USC-7pC
rs7811740	mh07USC-7pC
rs781295	mh03SHY-004
rs7822812	mh08KK-039
rs7822812	mh08KKCS-039
rs7822905	mh08USC-8pB
rs7822909	mh08USC-8pB
rs7824642	mh08ZHA-009
rs78348113	mh07SHY-001
rs78352097	mh16CP-001
