Marker	Extent	Ae	FailMode	MaxAltFreq	LowComplexRepeats	Repeats	STRs
mh07SCUZJ-0515002	198	3.745	[repeat]			SINE>Alu>AluYm1[chr7:151980737-151981044]	
mh07SCUZJ-0526402	342	1.464	[indel][length]	0.009817			
mh07SCUZJ-0526530	337	2.988	[indel][length]	0.0878			
mh07SCUZJ-0532868	333	1.036	[indel][length]	0.1396			
mh07SCUZJ-0536318	141	5.212	[repeat]			LTR>ERVL-MaLR>MLT1D[chr7:155604202-155604593]	
mh07SCUZJ-0543221	286	3.419	[length][repeat]			LINE>L1>L1MB7[chr7:156961442-156961671]	
mh07SCUZJ-0548504	331	1.0	[length]				
mh07SCUZJ-0557572	346	2.678	[length]				
mh07SHY-001.v1	100	3.464	[repeat]			LTR>ERVL-MaLR>THE1A[chr7:22879736-22880085]	
mh07SHY-001.v2	276	3.931	[length][repeat]			LTR>ERVL-MaLR>THE1A[chr7:22879736-22880085]	
mh07SHY-002	113	4.282	[repeat]			LTR>ERV1>MER41A[chr7:67521213-67521745]	
mh07WL-004.v2	279	6.94	[length]				
mh07WL-004.v3	295	7.206	[length]				
mh07WL-007.v2	283	4.47	[length]				
mh07WL-011.v2	299	3.27	[length]				
mh07WL-012	122	3.586	[str]				D7S820
mh07WL-013	177	1.721	[indel]	0.0129			
mh07WL-014	179	3.598	[str]				D7S820
mh07WL-017.v2	300	1.0	[indel][length]	0.01211			
mh07WL-018.v1	150	1.0	[indel]	0.0383			
mh07WL-018.v2	278	2.558	[indel][length]	0.0383			
mh07WL-018.v3	70	1.0	[indel]	0.0383			
mh07WL-020.v2	293	5.894	[length][repeat]			LINE>RTE-X>L4_A_Mam[chr7:68993543-68993808]	
mh07WL-020.v3	314	6.524	[length][repeat]			LINE>RTE-X>L4_A_Mam[chr7:68993543-68993808]	
mh07WL-044	100	3.007	[str]				D7S820
mh07WL-050	248	1.092	[indel]	0.1006			
mh07WL-056	278	4.18	[length][str]				D7S820
mh07WL-058	284	2.775	[length]				
mh07WL-059	269	4.899	[length]				
mh07WL-060	298	3.477	[length]				
mh07WL-063	199	1.084	[indel]	0.02802			
mh07WL-066	195	4.57	[indel]	0.1297			
mh07WL-073.v1	163	2.393	[indel]	0.02402			
mh07WL-073.v2	82	2.374	[indel]	0.02402			
mh07WL-075	141	3.761	[lowcomplex]		A-rich		
mh07WL-080	157	2.988	[str]				D7S820
mh07WL-084	162	3.237	[str]				D7S820
mh07WL-087	101	1.737	[indel]	0.111			
mh07ZBF-001	82	1.314	[repeat]			SINE>Alu>AluSq2[chr7:12509803-12510054]	
mh07ZHA-003	100	2.454	[repeat]			LINE>L2>L2a[chr7:41401884-41402524]	
mh07ZHA-009	176	2.746	[repeat]			LINE>L1>L1PA3[chr7:104209736-104215889]	
mh08CP-009	17	2.921	[repeat]			LTR>ERVL-MaLR>MLT1D[chr8:112167870-112168374]	
mh08FHL-006	171	2.849	[indel]	0.1568			
mh08HYP-22	68	1.926	[repeat]			SINE>Alu>AluJb[chr8:101107496-101107796]	
mh08KK-137.v1	195	5.734	[indel]	0.005507			
mh08KK-137.v2	195	5.734	[indel]	0.005507			
mh08LS-8qD	112	2.486	[str]				D8S1179
mh08LW-24	76	3.135	[repeat]			LTR>ERV1>LTR12C[chr8:92428423-92429784]	
mh08SCUZJ-0001380	135	2.411	[indel][repeat]	0.008654		LTR>ERV1>LTR2C[chr8:296489-296708]	
mh08SCUZJ-0010594	318	1.855	[indel][length]	0.01346			
mh08SCUZJ-0027072	313	4.093	[length][repeat]			SINE>Alu>AluSc8[chr8:2928186-2928488];LINE>L1>L1MC[chr8:2928490-2928784]	
mh08SCUZJ-0029744	331	4.371	[length]				
mh08SCUZJ-0055163	297	4.34	[length][repeat]			SINE>Alu>AluY[chr8:4004732-4005003];LINE>L1>L1PB1[chr8:4005003-4005292]	
mh08SCUZJ-0064298	303	11.174	[length]				
mh08SCUZJ-0082014	315	11.246	[indel][length][repeat]	0.2029		SINE>Alu>AluYf1[chr8:5288779-5289041]	
mh08SCUZJ-0088755	257	3.96	[repeat]			SINE>Alu>AluSg4[chr8:5632835-5633124]	
mh08SCUZJ-0115265	350	17.3	[length][repeat]			LTR>ERVK>LTR5A[chr8:7126986-7128007]	
mh08SCUZJ-0149946	273	5.066	[length][repeat]			LINE>L1>L1MB7[chr8:13857718-13858908]	
mh08SCUZJ-0152604	291	3.711	[length][repeat]			LTR>ERV1>MER50B[chr8:13960053-13960759]	
mh08SCUZJ-0170499	272	4.849	[length][repeat]			LINE>L1>L1PA2[chr8:15555981-15562028]	
mh08SCUZJ-0173990	281	3.499	[indel][length]	0.1032			
mh08SCUZJ-0190805	285	6.034	[length][repeat]			LINE>L1>L1M3de[chr8:18336161-18336827]	
mh08SCUZJ-0196286	300	5.088	[length]				
mh08SCUZJ-0210097	347	3.125	[indel][length]	0.3054			
mh08SCUZJ-0214057	319	4.771	[length][repeat]			LTR>ERVL>MER21-int[chr8:23099260-23100145]	
mh08SCUZJ-0266782	266	1.0	[length]				
mh08SCUZJ-0266840	338	1.0	[length]				
mh08SCUZJ-0270227	299	3.576	[length]				
mh08SCUZJ-0288801	285	1.705	[indel][length][repeat]	0.4631		LINE>L1>L1PB1[chr8:54494483-54494576]	
mh08SCUZJ-0302028	278	4.502	[indel][length][repeat]	0.4114		SINE>Alu>AluY[chr8:58253414-58253700]	
mh08SCUZJ-0315353	272	3.28	[indel][length][repeat]	0.1585		LINE>L1>L1PA7[chr8:62237525-62238882];LINE>L1>L1PA7[chr8:62238911-62242689]	
mh08SCUZJ-0319048	242	3.346	[indel]	0.3297			
mh08SCUZJ-0351536	322	1.52	[indel][length][lowcomplex][repeat]	0.366	A-rich	LINE>L1>L1PA17[chr8:77606067-77606513]	
mh08SCUZJ-0358922	242	5.361	[indel][repeat]	0.02766		LTR>ERV1>MER4A[chr8:81594818-81595205];SINE>Alu>AluY[chr8:81595205-81595502]	
mh08SCUZJ-0386847	47	3.518	[repeat]			SINE>Alu>AluSq[chr8:93290626-93290935]	
mh08SCUZJ-0453008.v1	338	1.027	[indel][length][str]	0.4017			D8S1179
mh08SCUZJ-0453008.v2	291	1.027	[indel][length][str]	0.4017			D8S1179
mh08SCUZJ-0470219	291	10.192	[length][str]				D8S1179
mh08SCUZJ-0474234	341	4.635	[length][repeat][str]			SINE>Alu>AluY[chr8:127952770-127953063]	D8S1179
mh08SCUZJ-0476324	275	3.146	[length][repeat][str]			LINE>L2>L2a[chr8:128296973-128298132]	D8S1179
mh08SCUZJ-0484105	268	3.118	[indel][length][repeat][str]	0.2013		SINE>Alu>AluSx3[chr8:130676210-130676474]	D8S1179
mh08SCUZJ-0489834	271	2.885	[length][str]				D8S1179
mh08SCUZJ-0497299	299	4.825	[length][repeat][str]			LTR>ERVL-MaLR>MLT1B[chr8:134293268-134293657]	D8S1179
mh08SCUZJ-0518295	324	7.141	[length][repeat]			LTR>ERVL-MaLR>THE1B[chr8:139575854-139576181];LINE>L1>L1MC3[chr8:139576181-139577538]	
mh08SCUZJ-0518912	303	3.086	[length]				
mh08SCUZJ-0530970	335	9.38	[length]				
mh08SCUZJ-0531605	315	3.785	[length]				
mh08SCUZJ-0538280.v1	350	14.58	[indel][length][repeat]	0.01555		LTR>ERVK>LTR5A[chr8:145021243-145022259]	
mh08SCUZJ-0538280.v2	187	5.491	[indel][repeat]	0.01555		LTR>ERVK>LTR5A[chr8:145021243-145022259]	
mh08SHY-001	193	3.338	[indel][repeat]	0.07777		LINE>L1>L1M4[chr8:5578000-5578124]	
mh08SHY-003	186	3.764	[repeat]			LTR>ERVL-MaLR>MLT1C[chr8:40949634-40950063]	
mh08SHY-005	176	4.481	[indel][repeat]	0.03137		LINE>L1>L1MB8[chr8:69715801-69716775]	
mh08SHY-006	167	3.479	[repeat]			LTR>ERVL-MaLR>THE1A[chr8:101543792-101544145]	
mh08SHY-007.v1	187	3.569	[str]				D8S1179
mh08SHY-007.v2	186	3.154	[str]				D8S1179
mh08SHY-007.v3	217	4.27	[str]				D8S1179
mh08WL-011	149	4.045	[str]				D8S1179
mh08WL-014.v1	192	1.0	[indel]	0.06701			
mh08WL-014.v2	207	1.0	[indel]	0.2309			
mh08WL-015	137	1.028	[indel]	0.2052			
mh08WL-016.v1	150	1.0	[indel]	0.009172			
mh08WL-016.v2	239	1.0	[indel]	0.009172			
mh08WL-017.v1	184	4.281	[str]				D8S1179
mh08WL-017.v2	259	5.397	[str]				D8S1179
mh08WL-021.v2	288	3.22	[length]				
mh08WL-028	82	1.0	[indel]	0.01806			
mh08WL-032.v1	7	3.139	[indel]	0.1753			
mh08WL-032.v2	223	3.193	[indel]	0.1753			
mh08WL-035	96	3.497	[str]				D8S1179
mh08WL-037	291	12.983	[length]				
mh08WL-045.v1	279	3.693	[length]				
mh08WL-045.v3	334	5.755	[length]				
mh08WL-046	225	3.796	[str]				D8S1179
mh08WL-047	236	3.104	[indel][lowcomplex]	0.06484	GA-rich		
mh08WL-050	126	1.0	[indel]	0.01438			
mh08WL-053.v2	340	7.663	[length][repeat]			SINE>Alu>AluSc8[chr8:386828-387140]	
mh08WL-055	182	3.667	[str]				D8S1179
mh08WL-056.v2	273	5.054	[length]				
mh08WL-058.v1	159	5.752	[str]				D8S1179
mh08WL-058.v2	251	9.324	[indel][str]	0.4007			D8S1179
mh08WL-063	197	4.116	[str]				D8S1179
mh08ZBF-002	60	1.761	[indel]	0.324			
mh08ZHA-003	348	3.194	[length]				
mh08ZHA-009	233	3.101	[indel][repeat]	0.07537		LINE>L1>HAL1b[chr8:5939299-5939760]	
mh09FHL-002.v3	289	4.898	[length]				
mh09HYP-24	63	2.158	[repeat]			LINE>L2>L2a[chr9:2940776-2942227]	
mh09KK-161.v2	289	3.423	[length]				
mh09KK-161.v3	289	3.426	[length]				
mh09LV-02.v1	343	27.969	[indel][length][repeat]	0.008852		LTR>ERVK>LTR5A[chr9:126716511-126717527]	
mh09LV-02.v2	239	17.995	[indel][repeat]	0.008852		LTR>ERVK>LTR5A[chr9:126716511-126717527]	
mh09LW-25	70	2.731	[repeat]			LINE>L1>L1PA13[chr9:565869-567315]	
mh09SCUZJ-0004300	279	3.464	[length]				
mh09SCUZJ-0035837	350	14.469	[length][repeat]			SINE>Alu>AluSc5[chr9:5525766-5526063];LINE>L1>L1ME3F[chr9:5526063-5526252]	
mh09SCUZJ-0042152	311	1.12	[indel][length][repeat]	0.3937		LINE>L2>L2c[chr9:7195182-7195633]	
mh09SCUZJ-0052579	313	2.61	[length][repeat]			SINE>Alu>AluSx[chr9:8598202-8598462]	
mh09SCUZJ-0066821	331	3.498	[length][repeat]			LINE>L1>L1MA3[chr9:10506439-10506624];LINE>L1>L1MC4a[chr9:10506624-10506914]	
mh09SCUZJ-0076471	199	6.668	[repeat]			SINE>Alu>AluY[chr9:12356349-12356657]	
mh09SCUZJ-0092358	135	4.479	[repeat]			LINE>L2>L2a[chr9:16659291-16659332];SINE>Alu>AluSc5[chr9:16659332-16659625]	
mh09SCUZJ-0104365	326	6.569	[length]				
mh09SCUZJ-0161170	331	3.171	[length][repeat]			LINE>L1>L1P2[chr9:32098543-32104174]	
mh09SCUZJ-0166338	349	3.869	[length]				
mh09SCUZJ-0172993	275	7.607	[length][repeat]			SINE>Alu>AluSx4[chr9:36863828-36864108]	
mh09SCUZJ-0182699	286	1.57	[length]				
mh09SCUZJ-0210996	184	3.245	[repeat]			SINE>Alu>AluSx[chr9:78554710-78555009]	
mh09SCUZJ-0251127	338	7.305	[length][repeat]			LTR>ERV1>HERVE-int[chr9:90755223-90759266]	
mh09SCUZJ-0252119	345	1.0	[indel][length]	0.03521			
mh09SCUZJ-0262890	348	3.876	[length][repeat]			LINE>L1>L1M4b[chr9:93846877-93848547]	
mh09SCUZJ-0291476	337	6.018	[length][repeat]			SINE>Alu>AluSc[chr9:102672344-102672634]	
mh09SCUZJ-0302180	330	5.248	[length][repeat]			SINE>Alu>AluSc[chr9:104784660-104784943]	
mh09SCUZJ-0311214	347	3.92	[length]				
mh09SCUZJ-0319309	297	3.542	[length]				
mh09SCUZJ-0327434	178	3.88	[indel][repeat]	0.01072		SINE>Alu>AluSx1[chr9:112176218-112176495]	
mh09SCUZJ-0331116	308	1.063	[length]				
mh09SCUZJ-0343150	249	3.708	[repeat]			LINE>L1>L1PA5[chr9:116612164-116615887]	
mh09SCUZJ-0372874	343	5.449	[length]				
mh09SCUZJ-0382505	192	3.667	[repeat]			SINE>Alu>AluY[chr9:132335108-132335416]	
mh09SCUZJ-0387742	310	10.739	[length][repeat]			LINE>L1>L1M6[chr9:133621302-133621396];SINE>Alu>AluY[chr9:133621396-133621714]	
mh09SCUZJ-0395135.v1	326	1.0	[indel][length]	0.00567			
mh09SCUZJ-0395135.v2	281	1.0	[indel][length]	0.00567			
mh09SCUZJ-0401275	332	4.602	[indel][length][repeat]	0.08124		SINE>Alu>AluY[chr9:136102830-136103128];SINE>Alu>AluY[chr9:136103130-136103262]	
mh09SCUZJ-0408257	325	3.453	[length]				
mh09SHY-001.v3	290	7.77	[length]				
mh09SHY-001.v4	289	6.017	[length]				
mh09USC-9pA.v2	264	5.253	[length]				
mh09WL-005	90	2.464	[indel]	0.1507			
mh09WL-009	96	1.0	[indel]	0.006577			
mh09WL-010.v1	185	1.056	[indel]	0.4145			
mh09WL-010.v2	83	1.054	[indel]	0.4145			
mh09WL-010.v3	185	1.056	[indel]	0.4145			
mh09WL-014.v1	172	1.0	[indel]	0.006975			
mh09WL-014.v2	212	1.0	[indel]	0.01172			
mh09WL-014.v3	97	1.0	[indel]	0.006975			
mh09WL-023.v1	285	5.289	[length]				
mh09WL-026	264	5.402	[length]				
mh09WL-030	297	3.228	[length]				
mh09WL-031	292	4.612	[length]				
mh09WL-032	293	3.712	[length]				
mh09WL-033	178	1.01	[indel]	0.2889			
mh09ZBF-001	105	2.791	[indel]	0.3884			
mh09ZHA-004	327	2.666	[length][repeat]			SINE>Alu>AluSp[chr9:88035406-88035711]	
mh09ZHA-008	155	2.93	[repeat]			LINE>L1>L1PA6[chr9:113171848-113172509]	
mh10CP-003	26	2.03	[indel]	0.2572			
mh10FHL-001	206	8.942	[indel][repeat]	0.007051		SINE>Alu>AluY[chr10:6606606-6606914]	
mh10FHL-007	103	2.941	[indel][repeat][str]	0.2419		LINE>L1>L1MC5[chr10:130248348-130248765]	D10S1248
mh10KK-088	99	1.503	[str]				D10S1248
mh10KK-101	33	2.173	[str]				D10S1248
mh10KK-162.v1	266	5.872	[indel][length]	0.08511			
mh10KK-162.v2	266	5.872	[indel][length]	0.08511			
mh10KK-162.v3	235	3.903	[indel]	0.08511			
mh10KK-169.v1	292	5.773	[length]				
mh10LS-10qI	160	2.959	[str]				D10S1248
mh10LS-10qJ	183	3.546	[str]				D10S1248
mh10LV-03.v1	325	25.493	[length][repeat]			SINE>Alu>AluSz[chr10:16674771-16675057]	
mh10LV-03.v2	317	10.976	[length][repeat]			SINE>Alu>AluSz[chr10:16674771-16675057]	
mh10PK-62104	68	2.003	[str]				D10S1248
mh10SCUZJ-0003737	214	9.957	[repeat]			SINE>Alu>AluY[chr10:1126123-1126423]	
mh10SCUZJ-0011512	312	3.602	[length][repeat]			LINE>L2>L2[chr10:2050831-2051106]	
mh10SCUZJ-0020886	159	7.604	[repeat]			SINE>Alu>AluY[chr10:3184395-3184690]	
mh10SCUZJ-0034300	221	1.112	[indel]	0.03861			
mh10SCUZJ-0041521	300	1.002	[indel][length][repeat]	0.07678		SINE>Alu>AluY[chr10:6210883-6211005]	
mh10SCUZJ-0045763	37	3.267	[repeat]			LTR>ERVL-MaLR>THE1B[chr10:6964155-6964513]	
mh10SCUZJ-0047404	335	5.425	[length][repeat]			SINE>Alu>AluY[chr10:7519932-7520237]	
mh10SCUZJ-0065487	152	4.225	[repeat]			SINE>Alu>AluY[chr10:12118380-12118681]	
mh10SCUZJ-0066625	318	5.925	[length][repeat]			SINE>Alu>AluSx1[chr10:12302088-12302377];SINE>Alu>AluYk3[chr10:12302387-12302702]	
mh10SCUZJ-0082196	261	3.461	[length][repeat]			LTR>ERVL-MaLR>THE1A[chr10:14451475-14451835];LINE>L1>L1M3[chr10:14451835-14451856]	
mh10SCUZJ-0091878	316	4.205	[length][repeat]			SINE>Alu>AluY[chr10:16508056-16508367]	
mh10SCUZJ-0099293	316	4.189	[length][repeat]			SINE>Alu>AluSx[chr10:18217201-18217510];LINE>L2>L2a[chr10:18217510-18217838]	
mh10SCUZJ-0115848	275	2.854	[length]				
mh10SCUZJ-0122574	272	6.267	[length][repeat]			SINE>Alu>AluSg[chr10:24404286-24404593];LINE>L1>L1MD2[chr10:24404593-24405314]	
mh10SCUZJ-0143911	182	5.455	[indel][repeat]	0.01515		SINE>Alu>AluY[chr10:28362028-28362350]	
mh10SCUZJ-0149820	257	6.733	[indel][repeat]	0.09667		LTR>ERV1>MER83[chr10:29384669-29385099]	
mh10SCUZJ-0151424	224	4.771	[repeat]			SINE>Alu>AluSx[chr10:29711493-29711778]	
mh10SCUZJ-0155992	349	14.671	[length][repeat]			LTR>ERV1>MER83[chr10:30592704-30593135]	
mh10SCUZJ-0183551	343	1.316	[indel][length]	0.01392			
mh10SCUZJ-0187543	340	1.0	[length]				
mh10SCUZJ-0204710.v1	268	6.936	[length][repeat]			LTR>ERV1>MER101-int[chr10:46259960-46260157];SINE>Alu>AluY[chr10:46260157-46260435]	
mh10SCUZJ-0204710.v2	68	4.565	[repeat]			SINE>Alu>AluY[chr10:46260157-46260435]	
mh10SCUZJ-0206566	156	2.038	[indel][repeat]	0.4183		LTR>ERVL>MLT2B4[chr10:47201360-47201857]	
mh10SCUZJ-0251871	197	3.067	[indel]	0.2629			
mh10SCUZJ-0255190	259	8.661	[repeat]			SINE>Alu>AluY[chr10:60250358-60250664]	
mh10SCUZJ-0281402	300	1.611	[indel][length][repeat]	0.03994		LINE>L1>L1PA3[chr10:67576556-67578996]	
mh10SCUZJ-0290121	341	3.256	[length][repeat]			LTR>ERVL-MaLR>THE1B[chr10:70286772-70287136]	
mh10SCUZJ-0297129.v1	279	1.21	[indel][length]	0.4958			
mh10SCUZJ-0297129.v2	200	1.21	[indel]	0.4958			
mh10SCUZJ-0318800	240	3.476	[repeat]			SINE>Alu>AluY[chr10:80677935-80678233]	
mh10SCUZJ-0366546.v1	348	7.161	[indel][length][repeat]	0.3604		LTR>ERVK>LTR5A[chr10:96403266-96404268]	
mh10SCUZJ-0366546.v2	114	2.722	[repeat]			LTR>ERVK>LTR5A[chr10:96403266-96404268]	
mh10SCUZJ-0378284.v1	141	3.367	[repeat]			SINE>Alu>AluY[chr10:102173441-102173756]	
mh10SCUZJ-0378284.v2	72	3.351	[repeat]			SINE>Alu>AluY[chr10:102173441-102173756]	
mh10SCUZJ-0380360	265	7.583	[length][repeat]			SINE>Alu>AluYm1[chr10:103533536-103533835]	
mh10SCUZJ-0387827	256	2.629	[repeat]			LINE>L1>L1PA2[chr10:106844583-106850610]	
mh10SCUZJ-0417848	320	9.721	[length][repeat]			LINE>L1>HAL1[chr10:117259399-117260103];LINE>L1>HAL1[chr10:117260205-117260621]	
mh10SCUZJ-0424390	342	1.317	[length][str]				D10S1248
mh10SCUZJ-0434622	308	3.038	[length][repeat][str]			SINE>Alu>AluY[chr10:121745434-121745746]	D10S1248
mh10SCUZJ-0450180	325	4.222	[length][repeat][str]			SINE>Alu>AluSx1[chr10:124880132-124880432]	D10S1248
mh10SCUZJ-0458855	321	4.078	[length][str]				D10S1248
mh10SCUZJ-0460578	338	5.099	[length][str]				D10S1248
mh10SCUZJ-0475575	334	5.523	[indel][length][repeat][str]	0.009806		SINE>Alu>AluSc[chr10:130397585-130397895];LTR>ERVL-MaLR>THE1A[chr10:130397895-130398036]	D10S1248
mh10SCUZJ-0487276	278	1.83	[indel][length][str]	0.3454			D10S1248
mh10SCUZJ-0490266	183	1.0	[indel][str]	0.006323			D10S1248
mh10SCUZJ-0491974	318	1.0	[indel][length][str]	0.006715			D10S1248
mh10SHY-002.v3	324	7.27	[length][repeat]			LINE>L2>L2b[chr10:98321492-98321843]	
mh10SHY-003	168	4.608	[str]				D10S1248
mh10USC-10qC	91	3.248	[str]				D10S1248
mh10WL-001.v1	167	8.044	[str]				D10S1248
mh10WL-001.v2	325	12.143	[length][repeat][str]			SINE>Alu>AluY[chr10:124546393-124546706]	D10S1248
mh10WL-004	147	4.785	[indel][str]	0.05954			D10S1248
mh10WL-009	24	3.062	[indel]	0.007001			
mh10WL-018.v1	87	3.495	[indel]	0.1155			
mh10WL-018.v2	238	4.499	[indel][repeat]	0.1155		SINE>Alu>AluJb[chr10:111210295-111210567]	
mh10WL-022.v2	262	5.275	[length]				
mh10WL-024	42	1.0	[str]				D10S1248
mh10WL-033.v1	273	4.891	[length]				
mh10WL-033.v2	349	5.199	[length]				
mh10WL-035	292	3.895	[length]				
mh10WL-039	225	2.937	[indel]	0.205			
mh10WL-042	58	5.281	[indel][str]	0.04326			D10S1248
mh10WL-043.v1	123	1.0	[indel][str]	0.009947			D10S1248
mh10WL-043.v2	250	1.0	[indel][str]	0.009947			D10S1248
mh10WL-043.v3	85	1.0	[indel][str]	0.009947			D10S1248
mh10WL-044	153	3.985	[str]				D10S1248
mh10WL-045	151	1.0	[indel]	0.02165			
mh10WL-046.v1	168	4.957	[str]				D10S1248
mh10WL-046.v2	317	6.594	[length][str]				D10S1248
mh10WL-050	184	3.394	[str]				D10S1248
mh10WL-053	116	3.439	[indel][lowcomplex][str]	0.07665	G-rich		D10S1248
mh10WL-058.v2	268	4.897	[length]				
mh10ZBF-001	94	2.38	[indel]	0.3809			
mh11CP-003	23	3.41	[repeat][str]			LINE>L1>L1PB4[chr11:5854327-5854846]	TH01
mh11CP-004	26	2.331	[repeat]			LTR>ERVL>MER21C[chr11:21063146-21063669]	
mh11FHL-007	194	5.528	[repeat]			SINE>Alu>AluY[chr11:119308971-119309270]	
mh11KK-036.v1	123	2.605	[str]				TH01
mh11KK-036.v2	1	1.695	[str]				TH01
mh11KK-090	13	1.596	[repeat]			LINE>L2>L2c[chr11:113425047-113425711]	
mh11KK-091	101	1.271	[indel]	0.2103			
mh11KK-092	296	3.003	[length]				
mh11KK-103	262	2.575	[length][repeat]			LTR>ERVL>MER74B[chr11:113418439-113419037]	
mh11KK-180.v1	194	4.128	[str]				TH01
mh11KK-180.v2	260	5.748	[str]				TH01
mh11KK-180.v3	271	5.748	[length][str]				TH01
mh11KK-180.v4	35	3.325	[str]				TH01
mh11KK-181.v1	121	4.815	[str]				TH01
mh11KK-181.v2	128	4.815	[str]				TH01
mh11KK-181.v3	279	5.889	[length][str]				TH01
mh11KK-183.v1	165	6.304	[indel]	0.1796			
mh11KK-183.v2	217	6.372	[indel]	0.1796			
mh11KK-183.v3	165	6.304	[indel]	0.1796			
mh11KK-190	224	4.911	[repeat]			LTR>ERVL>MER70A[chr11:97305469-97305923]	
mh11LS-11pA	165	3.501	[str]				TH01
mh11PK-62906	57	2.712	[str]				TH01
mh11SCUZJ-0001016	133	1.0	[repeat][str]			SINE>Alu>AluY[chr11:321227-321340]	TH01
mh11SCUZJ-0001330	348	4.57	[indel][length][repeat][str]	0.1423		SINE>Alu>AluYe6[chr11:351828-352133];LTR>ERV1>MER41A[chr11:352133-352592]	TH01
mh11SCUZJ-0028680.v1	280	5.524	[length][str]				TH01
mh11SCUZJ-0028680.v2	201	4.03	[str]				TH01
mh11SCUZJ-0044157	346	4.943	[length][repeat][str]			SINE>MIR>MIR[chr11:7416227-7416467]	TH01
mh11SCUZJ-0062178	254	6.028	[repeat][str]			LINE>L1>L1MA9[chr11:12054534-12054973]	TH01
mh11SCUZJ-0077457	18	1.0	[indel]	0.05699			
mh11SCUZJ-0078959	278	8.532	[length][repeat]			SINE>Alu>AluSc8[chr11:18692143-18692448]	
mh11SCUZJ-0102261	288	3.457	[length]				
mh11SCUZJ-0148662	341	5.359	[length]				
mh11SCUZJ-0176211	325	3.862	[length]				
mh11SCUZJ-0191395	200	2.416	[indel]	0.4965			
mh11SCUZJ-0199321	327	1.0	[length]				
mh11SCUZJ-0200688	305	4.308	[length][repeat]			LINE>L1>L1PA2[chr11:55459916-55465937]	
mh11SCUZJ-0215793	302	3.648	[indel][length][repeat]	0.3258		LTR>ERV1>LTR28C[chr11:60360192-60361328]	
mh11SCUZJ-0216329	314	3.945	[length]				
mh11SCUZJ-0227031	285	2.78	[length][repeat]			SINE>Alu>AluY[chr11:65980635-65980935]	
mh11SCUZJ-0232565	300	7.386	[length][repeat]			LTR>ERVK>LTR5A[chr11:67968247-67969277]	
mh11SCUZJ-0235055	319	1.0	[length]				
mh11SCUZJ-0244173	307	3.432	[length][repeat]			LTR>ERVL-MaLR>MLT1B[chr11:71342405-71342491];SINE>Alu>AluJb[chr11:71342491-71342797]	
mh11SCUZJ-0251040	336	1.0	[indel][length][repeat]	0.008509		SINE>Alu>AluSp[chr11:72201874-72202163]	
mh11SCUZJ-0255360	308	3.855	[length]				
mh11SCUZJ-0280400	251	3.968	[indel][repeat]	0.4554		LINE>CR1>L3[chr11:83880906-83881005]	
mh11SCUZJ-0290037	340	4.718	[indel][length]	0.09395			
mh11SCUZJ-0334147	246	4.037	[indel][repeat]	0.3877		SINE>Alu>AluY[chr11:99991185-99991467]	
mh11SCUZJ-0350528	287	3.134	[length]				
mh11SCUZJ-0363448	282	4.006	[length][repeat]			LINE>L2>L2a[chr11:109994524-109994896];LINE>L1>L1MEj[chr11:109995045-109996814]	
mh11SCUZJ-0385048	341	4.387	[indel][length]	0.01854			
mh11SCUZJ-0395195	341	5.221	[indel][length]	0.09668			
mh11SCUZJ-0402779	233	13.41	[repeat]			LTR>ERVK>LTR5A[chr11:123279702-123280710]	
mh11SCUZJ-0413561.v1	256	5.17	[repeat]			SINE>Alu>AluSg[chr11:125923985-125924274]	
mh11SCUZJ-0413561.v2	342	5.17	[length][repeat]			SINE>Alu>AluSg[chr11:125923985-125924274]	
mh11SCUZJ-0422708	198	4.984	[indel][repeat]	0.4645		LINE>L1>L1MC1[chr11:129086023-129086539];SINE>Alu>AluY[chr11:129086539-129086838]	
mh11SCUZJ-0428324	293	2.9	[indel][length][repeat]	0.4502		LINE>CR1>L3[chr11:130888179-130889323]	
mh11USC-11qC.v2	334	4.168	[length]				
mh11WL-003.v1	146	5.744	[indel]	0.1805			
mh11WL-003.v2	298	6.863	[indel][length]	0.1805			
mh11WL-004.v1	144	5.023	[str]				TH01
mh11WL-004.v2	213	6.098	[str]				TH01
mh11WL-005.v2	285	4.404	[length]				
mh11WL-007	194	2.313	[indel]	0.04648			
mh11WL-011.v2	293	4.03	[length]				
mh11WL-015.v1	200	1.0	[indel]	0.006766			
mh11WL-015.v2	248	1.0	[indel]	0.006766			
mh11WL-021	34	1.0	[str]				TH01
mh11WL-027.v2	305	1.117	[length]				
mh11WL-029	292	1.0	[length][str]				TH01
mh11WL-033.v1	270	8.806	[length][str]				TH01
mh11WL-033.v2	317	12.861	[length][str]				TH01
mh11WL-035	264	5.009	[length]				
mh11WL-036	272	5.517	[indel][length]	0.086			
mh11WL-037	294	4.304	[indel][length]	0.1355			
mh11WL-038	186	4.837	[str]				TH01
mh11WL-039	267	4.238	[length]				
mh11WL-041	282	3.122	[length]				
mh11WL-043	185	2.745	[indel]	0.3649			
mh11WL-048	187	5.245	[str]				TH01
mh11WL-049	148	4.071	[str]				TH01
mh11WL-052	165	3.321	[indel]	0.007952			
mh11ZBF-001	64	1.329	[indel]	0.3747			
mh12CP-008	34	1.0	[indel][str]	0.05642			vWA
mh12KK-043	111	2.462	[str]				D12S391;vWA
mh12KK-046.v2	289	5.377	[length]				
mh12KK-046.v3	289	5.377	[length]				
mh12KK-092	84	1.945	[str]				D12S391;vWA
